article_name,country,revision_id,article_quality,population
Diana Abgar,Armenia,801668844,C,3
Artashes Abeghyan,Armenia,801690075,Stub,3
Gegham Gharibjanian,Armenia,801940358,C,3
Grigory Arutyunov,Armenia,802013885,Stub,3
Vladik Khachatryan,Armenia,802245798,Stub,3
Daniel-Bek of Sassun,Armenia,802438576,Start,3
Parunak Ferukhan,Armenia,802438639,Stub,3
Khachatur-Bek of Mush,Armenia,802438821,Stub,3
Khachatur Malumian,Armenia,802438853,Start,3
Paul Paul,Armenia,802438999,Start,3
Nahapet Rusinian,Armenia,802439023,Start,3
Servitchen,Armenia,802439049,Stub,3
Gegham Ter-Karapetian,Armenia,802439147,Stub,3
Berç Türker Keresteciyan,Armenia,802439184,C,3
Kegham Vanigian,Armenia,802439194,Start,3
Kasbar Sinabian,Armenia,802444447,Stub,3
Krikor Odian,Armenia,802445319,Stub,3
Mekertich Portukalian,Armenia,802446438,Stub,3
Vartkes Serengülian,Armenia,802446447,Stub,3
Krikor Zohrab,Armenia,802446482,C,3
President of the National Assembly of Artsakh,Armenia,802613515,Stub,3
Serop Zakaryan,Armenia,802645697,Stub,3
Arpine Hovhannisyan,Armenia,802653928,Start,3
Karen Mirzoyan,Armenia,802684417,Start,3
Anastas Mikoyan,Armenia,802890032,FA,3
Zohrab Mnatsakanian,Armenia,803219693,Stub,3
Gabriel Noradunkyan,Armenia,804580633,C,3
Katcho Achadjian,Armenia,805192175,C,3
Garegin Nzhdeh,Armenia,805661031,C,3
Tigranes the Great,Armenia,805927583,GA,3
Karen Karapetyan,Armenia,806141853,Start,3
Anton Kochinyan,Armenia,806200950,Stub,3
Levon Ter-Petrosyan,Armenia,806221302,C,3
Ruben Darbinyan,Armenia,806295038,Start,3
Vigen Sargsyan,Armenia,806365455,Start,3
Artur Mkrtchyan,Armenia,806492485,Stub,3
Andrias Ghukasyan,Armenia,806668156,Start,3
Varujan Vosganian,Armenia,806688665,C,3
Robert Kocharyan,Armenia,806697885,GA,3
Grigor Jaghetyan,Armenia,806802720,Stub,3
Adrin Nazarian,Armenia,807020973,C,3
Georgi Petrosian,Armenia,807125089,Stub,3
Abdulahi Ahmed Afrah,Somalia,671338098,Stub,15.2
Mohamed Mohamud Hayd,Somalia,679509452,Stub,15.2
Mohamed Hashi,Somalia,705925026,Stub,15.2
Yusuf Haji Nur,Somalia,706995657,Stub,15.2
Ismail Mahmud Hurre,Somalia,708807567,Stub,15.2
Ali Shido Abdi,Somalia,710051548,Stub,15.2
Salad Ali Jelle,Somalia,710137615,Stub,15.2
Muhammad Ibrahim Habsade,Somalia,710359584,Start,15.2
Mire Hagi Farah Mohamed,Somalia,711157138,Stub,15.2
Ibrahim Hassan Addou,Somalia,711216130,Stub,15.2
Adde Gabow,Somalia,711906482,Stub,15.2
Hassan Haji Mohamoud,Somalia,712183869,Stub,15.2
Jibrell Ali Salad,Somalia,712352250,Start,15.2
Mohamed Sheikh Osman,Somalia,712880484,Stub,15.2
Abdi Mohamed Ulusso,Somalia,714979175,Stub,15.2
Hussein Hagi Bood,Somalia,714979437,Stub,15.2
Abdirahman Ahmed,Somalia,715936914,Stub,15.2
Mohamed Al-Amin Mohamed Al-Hadi,Somalia,716267835,Stub,15.2
Zakaria Mohamed Haji-Abdi,Somalia,716576643,Start,15.2
Omar Hashi Aden,Somalia,716681440,Stub,15.2
Ali Shire Warsame,Somalia,716753627,Stub,15.2
Ahmed Abdulahi Waayeel,Somalia,717550481,Stub,15.2
Hanad Zakaria Warsame,Somalia,717586865,Stub,15.2
Abdi Shire Warsame,Somalia,717917834,Stub,15.2
Mohamed Ali Facaye,Somalia,717935417,Stub,15.2
Mohamed Hassan M. Nur,Somalia,718722454,Stub,15.2
Geddi Abdi Gadid,Somalia,718722489,Stub,15.2
Bulle Hassan Mo'allim,Somalia,718722504,Stub,15.2
Idiris Muse Elmi,Somalia,718722516,Stub,15.2
Ali Abdikadir Mo'allim,Somalia,718722528,Stub,15.2
Ahmed Sheik M. Mohamud,Somalia,718722582,Stub,15.2
Mohamed Ateye Farid,Somalia,718722622,Stub,15.2
Isaq Ibrahim Ali,Somalia,718722669,Stub,15.2
Mohamed Amin Osman,Somalia,718723621,Stub,15.2
Ahmed Mohamed Gulaid,Somalia,719795224,Stub,15.2
Abdiaziz Nur Elmi Koor,Somalia,720007677,Stub,15.2
Mohamed Ahmed Mohamud,Somalia,720265083,Stub,15.2
Ahmed Farah Dualeh,Somalia,721272476,Stub,15.2
Haji Yusuf Iman Guled,Somalia,721300081,Stub,15.2
Said Mohamed Rage,Somalia,721786903,Stub,15.2
Mohamed Hassan Nuriye,Somalia,721926481,Start,15.2
Mohammad Abdullahi Omar,Somalia,721986229,Stub,15.2
Saeed Abdi Farah,Somalia,722120394,Start,15.2
Yusuf Warsame Saeed,Somalia,722648760,Stub,15.2
Mohamud Hassan Suleiman,Somalia,723556568,Stub,15.2
Deeq Sulaiman Yusuf,Somalia,723976939,Start,15.2
Mustaf Ali Duhulow,Somalia,723984014,Start,15.2
Jama Ahmed Mohamed,Somalia,723984137,Stub,15.2
Yusuf Moalin Amin,Somalia,723984159,Stub,15.2
Nadifo Mohamed Osman,Somalia,723984243,Start,15.2
Mohamed Olow Barrow,Somalia,723984272,Stub,15.2
Daud Mohamed Omar,Somalia,723984286,Stub,15.2
Said Jama Mohamed,Somalia,723984362,C,15.2
Abdi Ahmed Hussein,Somalia,723984377,Stub,15.2
Mohamud Moalin Yahya,Somalia,723984821,Stub,15.2
Abdullahi Ahmed Nur,Somalia,723984835,Stub,15.2
Mohamed Ali Haga,Somalia,723984875,Stub,15.2
Daud Abdihakim Omar,Somalia,723984893,Stub,15.2
Saida Haji Bashir Ismail,Somalia,724493648,Stub,15.2
Osman Mohammud Dufle,Somalia,724531232,Stub,15.2
Zakia Hussein,Somalia,724554724,Stub,15.2
Mohamed Sheikh Ismail,Somalia,724593705,Start,15.2
Abdirahman Abdi Mohamed,Somalia,724919065,Stub,15.2
Mahad Mohamed Salad,Somalia,724919107,Stub,15.2
Ibrahim Artan Ismail,Somalia,725073480,Stub,15.2
Mohamud Ali Magan,Somalia,725176400,Stub,15.2
Mohamud Hayir Ibrahim,Somalia,725181174,Stub,15.2
Mohamed Moktar Ibrahim,Somalia,725211829,Stub,15.2
Noor Farah Hersi,Somalia,725211898,Stub,15.2
Mohamed Hussein Ishaq,Somalia,725242288,Stub,15.2
Hirsi Bulhan Farah,Somalia,725244385,Stub,15.2
Shariif Mohamed Hassan,Somalia,725245710,Stub,15.2
Abdirashid Mohamed Hiddig,Somalia,725254971,Stub,15.2
Fahma Ahmed Noor,Somalia,725255158,Stub,15.2
Abdullah Olaad Roobe,Somalia,725255239,Stub,15.2
Osman Aden Dhuubow,Somalia,725255322,Stub,15.2
Osman Libah Ibrahim,Somalia,725258051,Stub,15.2
Ahmed Osman Ibrahim,Somalia,725261305,Stub,15.2
Mohamoud Mohamed Guled,Somalia,731100128,Start,15.2
Abdihamid Sheikh Abdisalam Isse,Somalia,734103219,Stub,15.2
Jeylani Nur Ikar,Somalia,734136488,Stub,15.2
Ali Said Raygal,Somalia,734999538,Stub,15.2
Daud Abdulle Hirsi,Somalia,736315339,Start,15.2
David Abdirahman Omar,Somalia,737670303,Stub,15.2
Awad Ahmed Ashareh,Somalia,737717047,Stub,15.2
Aden Mohamed Ali,Somalia,737939524,Stub,15.2
Omar Muhamoud Finnish,Somalia,738490314,Start,15.2
Ahmed Warsame,Somalia,740401864,Stub,15.2
Hussein Ali Duale,Somalia,741500836,Start,15.2
Yasin Haji Osman Sharmarke,Somalia,741889093,Stub,15.2
Abdirizak Ibrahim Mohamed Attash,Somalia,742219522,Stub,15.2
Ali Mohamed Osoble,Somalia,745338773,Stub,15.2
Raqiya Haji Dualeh Abdalla,Somalia,749064622,C,15.2
Musa Sudi Yalahow,Somalia,749331146,C,15.2
Yusuf Ahmed Hagar Dabageed,Somalia,749960094,Start,15.2
Haji Bashir Ismail Yusuf,Somalia,752785550,Start,15.2
Bur’i Mohamed Hamza,Somalia,754530738,Start,15.2
Farah Ali Jama,Somalia,757274310,Start,15.2
Abdirashid Mohamed Hidig,Somalia,757719259,Start,15.2
Mohamed Moallim Hassan,Somalia,759076479,Stub,15.2
Mahad Abdalle Awad,Somalia,759668355,Start,15.2
Mohamed Abdi Mohamed,Somalia,762037584,C,15.2
Yusuf Mohamed Ismail,Somalia,762192293,Start,15.2
Ali Mohamud Abdi,Somalia,762193230,Stub,15.2
Mohamed Mursal Sheikh Abdurahman,Somalia,763072390,Stub,15.2
Abdirahman Janaqow,Somalia,763307469,Start,15.2
Ahmed Hassan Gabobe,Somalia,763391413,Stub,15.2
Hussein Sheikh Abdirahman,Somalia,764557284,Start,15.2
Ahmed Yusuf Yasin,Somalia,765407067,Stub,15.2
Osman Mohamud,Somalia,765514870,Start,15.2
Osman Jama Ali,Somalia,766343807,Stub,15.2
Mustaf Haji Mohamed,Somalia,767702162,Stub,15.2
Said Hassan Shire,Somalia,767870937,Stub,15.2
Mohamed Said Samatar,Somalia,769260294,Start,15.2
Abdirahman Mohamud Haji Hassan,Somalia,772640512,Stub,15.2
Hassan Abshir Farah,Somalia,772896191,C,15.2
List of members of the Somali Transitional Federal Parliament,Somalia,772940961,Start,15.2
Hilowle Imam Omar,Somalia,773453797,Stub,15.2
Said Abdullahi Mohamed,Somalia,773739592,Start,15.2
Hussein Mohamud Sheikh Hussein,Somalia,773867374,Stub,15.2
Abdirashid Mohamed Ahmed,Somalia,773868403,Stub,15.2
Nur Farah Hirsi,Somalia,773873193,Stub,15.2
Mohamed Mukhtar Ibrahim,Somalia,773924924,Stub,15.2
Mohamed Hassan Aden Shaahiyow,Somalia,773927062,Stub,15.2
Ali Hassan Osman,Somalia,773928317,Stub,15.2
Guled Hussein Kasim,Somalia,773932256,Stub,15.2
Mohamed Hayir Maareeye,Somalia,773933360,Stub,15.2
Ali Ahmed Jama Jangali,Somalia,773934678,Stub,15.2
Abdirahman Mohamed Husen,Somalia,773936854,Stub,15.2
Hawo Hassan Mohamed,Somalia,773948242,Stub,15.2
Abdullahi Godah Barre,Somalia,773966457,Stub,15.2
Ridwan Hirsi Mohamed,Somalia,773969996,Start,15.2
Abdirisak Omar Mohamed,Somalia,773982032,Stub,15.2
Mohamud Ibrihim Adan,Somalia,774029467,Start,15.2
Abdulkadir Sheikh Ali Baghdadi,Somalia,774030911,Stub,15.2
Hassan Ahmed Modey,Somalia,774142755,Stub,15.2
Mohamed Omar Eymoy,Somalia,774191263,Start,15.2
Hussein Ali Shido,Somalia,774224548,Stub,15.2
Hussein Arab Isse,Somalia,774224599,Start,15.2
Ali Mohamed Mohamud,Somalia,774251956,Stub,15.2
Ahmed Mohamed Mohamud,Somalia,774319598,Stub,15.2
Khadra Bashir Ali,Somalia,774340315,Stub,15.2
Lugman Ismail Ali,Somalia,774342479,Stub,15.2
Abdiweli Ibrahim Ali Sheikh Muudey,Somalia,774346785,Stub,15.2
Duale Adan Mohamed,Somalia,774363501,C,15.2
Abdirahman Abdi Osman,Somalia,774380306,Stub,15.2
Mohamed Omar Arte,Somalia,774417124,Start,15.2
Mohamed Abdullahi Hassan Noah,Somalia,774423427,Stub,15.2
Ismail Qasim Naji,Somalia,775523758,Start,15.2
Saleban Olad Roble,Somalia,776064198,Stub,15.2
Mohammed Awale Liban,Somalia,777111336,Stub,15.2
Mohamed Said Sayruq,Somalia,777586254,Stub,15.2
Khalid Omar Ali,Somalia,777691188,Stub,15.2
Eng Mohamed Isse Lacle,Somalia,778670045,C,15.2
Khalif Ahmed Ereg,Somalia,778788168,Stub,15.2
Ali Matan Hashi,Somalia,779435386,Start,15.2
Khadra Haji Ismail Geid,Somalia,780030883,Stub,15.2
Khalif Isse Mudan,Somalia,780032582,Stub,15.2
Mohamed Ibrahim Liqliiqato,Somalia,780208778,Start,15.2
Hussein Kulmiye Afrah,Somalia,780208835,Stub,15.2
Jama Ali Jama,Somalia,780480524,Stub,15.2
List of Members of the Federal Parliament of Somalia,Somalia,780826469,Start,15.2
Hassan Moalim,Somalia,781292183,Stub,15.2
Bashir Mohamed Jama,Somalia,781296932,Stub,15.2
Abdulkadir Abdi Hashi,Somalia,781427153,Start,15.2
Jama Mohamud Takar,Somalia,781427254,Stub,15.2
Mohamed Omar Dubad,Somalia,782210572,Start,15.2
Abdulcadir Gabeire Farah,Somalia,782423966,B,15.2
Ahmed Sheikh Jama,Somalia,782425150,Stub,15.2
Fahad Yasin Haji Dahir,Somalia,783279718,Stub,15.2
Mohamed Abdi Hayir,Somalia,784126148,Stub,15.2
Abdinur Sheikh Mohamed,Somalia,784394537,Stub,15.2
Abdullahi Bile Noor,Somalia,785065041,Start,15.2
Hibaq Jama,Somalia,785806456,Stub,15.2
Musa Kassim Omer,Somalia,786584717,Stub,15.2
Abdullahi Ahmed Addow,Somalia,787275673,Start,15.2
Abdulrahim Abby Farah,Somalia,787275686,Start,15.2
Aadil Sheegow Sagaar,Somalia,787306727,Stub,15.2
Warsame Abdi Shirwa,Somalia,787388828,Stub,15.2
Abdi Shakur Sheikh Hassan,Somalia,787390489,Start,15.2
Abdihakim Dahir Said,Somalia,787390903,Stub,15.2
Abdikarin Dahir,Somalia,787390984,Stub,15.2
Abdilwali Hersi Abdille Indhaguran,Somalia,787391070,Stub,15.2
Abdisamad Ali Shire,Somalia,787391341,Start,15.2
Abdiweli Sheikh Ahmed,Somalia,787391438,GA,15.2
Abdullahi Boos Ahmed,Somalia,787407196,Stub,15.2
Abdullahi Mohamed Ali,Somalia,787407273,Start,15.2
Abdullahi Mohamed Noor,Somalia,787407281,Stub,15.2
Abdullahi Sheikh Ismail,Somalia,787407304,Stub,15.2
Abdullahi Yussuf Alankay,Somalia,787407335,Stub,15.2
Abdurahman H. H. Osman 'Mallay',Somalia,787453368,Stub,15.2
Abukar Umar Adani,Somalia,787473637,Stub,15.2
Abuukar Abdi Osman,Somalia,787477918,Stub,15.2
Aden Saran-Sor,Somalia,787664890,Stub,15.2
Ahmadey Sheikh Mukhtar,Somalia,787909522,Stub,15.2
Ahmed Abdallah Wayel,Somalia,787910936,Stub,15.2
Ahmed Ali Salaad,Somalia,787912244,Stub,15.2
Ahmed Ibrahim Artan,Somalia,787915043,Stub,15.2
Ahmed Moalim Fiqi,Somalia,787916089,Stub,15.2
Ahmed Mohamed Gurase,Somalia,787916153,Start,15.2
Said Hussein Iid,Somalia,787988557,Stub,15.2
Hussein Farrah Aidid,Somalia,787999547,C,15.2
Hussein Abdi Halane,Somalia,788407760,C,15.2
Ali Abdi Aware,Somalia,788467049,Start,15.2
Mohamed Osman Jawari,Somalia,788474831,C,15.2
Ali Khalif Galaydh,Somalia,788475455,Start,15.2
Ali Mahdi Muhammad,Somalia,788476897,C,15.2
Muhayadin Mohamed,Somalia,788477244,Stub,15.2
Nur Hassan Hussein,Somalia,788489038,B,15.2
Saynab Qayad,Somalia,789803183,Stub,15.2
Sahra Mohamed Ali Samatar,Somalia,789803206,Start,15.2
Saado Ali Warsame,Somalia,789803242,C,15.2
Fatimo Isaak Bihi,Somalia,789803374,Stub,15.2
Qamar Aden Ali,Somalia,789803394,Start,15.2
Asha Gelle Dirie,Somalia,789893806,C,15.2
Muse Hassan Sheikh Sayid Abdulle,Somalia,789904301,C,15.2
Salim Aliyow Ibrow,Somalia,790236276,Start,15.2
Abdirahman Duale Beyle,Somalia,790462349,GA,15.2
Abdusalam H. Omer,Somalia,790506147,GA,15.2
Asha Ahmed Abdalla,Somalia,790648132,Start,15.2
Barre Adan Shire Hiiraale,Somalia,790655401,C,15.2
Mohammed Said Hersi Morgan,Somalia,790747320,C,15.2
Abdi Farah Shirdon,Somalia,791760327,C,15.2
Botan Ise Alin,Somalia,792014850,Stub,15.2
Abdirahman Haji Aden Ibbi,Somalia,792445124,Stub,15.2
Sadik Warfa,Somalia,792847876,Stub,15.2
Osman Ali Atto,Somalia,793020298,C,15.2
Sheikh Mukhtar Mohamed Hussein,Somalia,793150859,Start,15.2
Abdallah Isaaq Deerow,Somalia,793151099,Start,15.2
Abdihakim Mohamoud Haji-Faqi,Somalia,793151360,Start,15.2
Abdullahi Haji Hassan Mohamed Nuur,Somalia,793151425,Stub,15.2
Yusuf Hussein Jimaale,Somalia,793401602,Stub,15.2
Hassan Mohamed Hussein,Somalia,793403978,C,15.2
Mohamed Nur,Somalia,793404203,C,15.2
Mohamed Ahmed Alin,Somalia,793450705,Stub,15.2
Abdikarim Hussein Guled,Somalia,793451538,Start,15.2
Abdirashid Ali Shermarke,Somalia,793859830,C,15.2
Abdullahi Ahmed Jama,Somalia,794186103,C,15.2
Adan Mohamed Nuur Madobe,Somalia,794326859,Start,15.2
Elmi Ahmed Duale,Somalia,794888017,Start,15.2
Muhammad Abdi Yusuf,Somalia,795039230,Stub,15.2
Abdirahman Saylici,Somalia,795159365,Stub,15.2
Mohamed Abdullahi Omaar,Somalia,795694561,Start,15.2
Abdihakim Abdullahi Haji Omar,Somalia,795833465,C,15.2
Abdulkadir Sheikh Dini,Somalia,795834996,Start,15.2
Anisa Hajimumin,Somalia,795865887,Start,15.2
Abdullahi Elmoge Hersi,Somalia,795962269,Start,15.2
Jama Abdullahi Qalib,Somalia,795964514,Stub,15.2
Ali Mohamed Ahmed,Somalia,796106950,Start,15.2
Asha Haji Elmi,Somalia,796412307,Start,15.2
Abdirahman Jama Barre,Somalia,796805109,C,15.2
Aden Ibrahim Aw Hirsi,Somalia,796908837,Start,15.2
Ahmed Abdisalam Adan,Somalia,796924295,C,15.2
Mohamed Aden Sheikh,Somalia,797438398,Stub,15.2
Cabinet of Somalia,Somalia,797471817,Start,15.2
Fowsiyo Yusuf Haji Adan,Somalia,797480732,Start,15.2
Mohamed Yonis,Somalia,797555172,Start,15.2
List of Prime Ministers of Somalia,Somalia,797825794,C,15.2
Ismail Ali Abokor,Somalia,798333563,Stub,15.2
Jama Korshel,Somalia,798350712,Start,15.2
Hassan Mohamed Jim’aale,Somalia,798660391,Stub,15.2
Dahir Mohamed Geele,Somalia,798692038,Stub,15.2
Aden Abdullah Osman Daar,Somalia,798824298,Start,15.2
Mayor of Mogadishu,Somalia,798942650,C,15.2
Mohamed Mohamud Ibrahim,Somalia,799022441,Stub,15.2
Mohammad Ali Samatar,Somalia,799022717,GA,15.2
Abdiwahid Elmi Gonjeh,Somalia,799082904,Stub,15.2
Saleban Essa Ahmed,Somalia,799286106,Start,15.2
Faysal Ali Warabe,Somalia,799341380,Start,15.2
Hassan Ali Mire,Somalia,799717454,C,15.2
Abdullahi Issa,Somalia,799802036,Start,15.2
Abdirahman Yusuf Hussein Aynte,Somalia,800177610,Start,15.2
Ahmed Mohamed Iman,Somalia,800397205,Stub,15.2
Abdi Farah,Somalia,800419014,Stub,15.2
Abdirahman Ahmed Ali Tuur,Somalia,800454849,Start,15.2
Abdirahman Farole,Somalia,800454877,GA,15.2
Aden Abdullahi Nur,Somalia,800470433,C,15.2
Sharif Hassan Sheikh Aden,Somalia,801536524,C,15.2
Hassan Abdallah Hassan,Somalia,801571604,Stub,15.2
Ahmed Elmi Osman,Somalia,801740767,Start,15.2
Yasin Mire Mohamud,Somalia,802207567,Stub,15.2
Abdiqasim Salad Hassan,Somalia,802336025,C,15.2
Muna Khalif,Somalia,802430887,Start,15.2
Farah Sh. Abdulkadir Mohamed,Somalia,802761642,C,15.2
Ahmed Duale Gelle,Somalia,802851430,Start,15.2
Abdirahman Mohamed Abdullahi,Somalia,802852054,C,15.2
Hawo Tako,Somalia,803171912,Stub,15.2
Khadijo Mohamed Diriye,Somalia,803333498,Start,15.2
Mohamed Hassan Adam,Somalia,803500866,Stub,15.2
Ma’alim Ali Aden,Somalia,803664157,Stub,15.2
Yusuf Mohammed Siad,Somalia,803907595,C,15.2
Sharif Sheikh Ahmed,Somalia,804061342,GA,15.2
List of Presidents of Somalia,Somalia,804427451,C,15.2
Abdirizak Jurile,Somalia,804476450,Start,15.2
Barkhad Ali Salah,Somalia,804954763,Stub,15.2
Ismail Jim'ale Osoble,Somalia,804959697,Stub,15.2
Hasan Muhammad Nur Shatigadud,Somalia,805057889,C,15.2
Mohamed Hassan Maidane,Somalia,805084067,Stub,15.2
Abdirashid Abdullahi Mohamed,Somalia,805090661,Stub,15.2
Abbas Abdullahi Sheikh Siraji,Somalia,805304477,C,15.2
Ali Mohamed Yussuf,Somalia,805366007,Stub,15.2
Aden Hashi Farah,Somalia,805498341,C,15.2
Ali Mohammed Ghedi,Somalia,805498545,C,15.2
Mohamed Omar Habeb,Somalia,805499625,Start,15.2
Mohamed Warsame Ali,Somalia,805499655,Stub,15.2
Mohamud Muse Hersi,Somalia,805499701,Start,15.2
Maryam Qaasim,Somalia,805500907,Start,15.2
Mohamed Sheikh Hassan,Somalia,805523222,Stub,15.2
Omar Abdirashid Ali Sharmarke,Somalia,805523311,B,15.2
Ali Dhere,Somalia,805523646,Stub,15.2
Abdullahi Yusuf Ahmed,Somalia,805662769,GA,15.2
Mohamed Abdullahi Mohamed,Somalia,805683392,GA,15.2
Abdirahman Abdullahi Baadiyow,Somalia,805738172,Start,15.2
Muse Bihi Abdi,Somalia,805908524,Start,15.2
Mohamed Abdi Dhinbil (Galbeedi),Somalia,805961680,Stub,15.2
Mohammed Abdullah Hassan,Somalia,806023495,C,15.2
Hussein Abdi Dualeh,Somalia,806074608,Start,15.2
Thabit Abdi Mohammed,Somalia,806219370,Stub,15.2
Mohamed Afrah Qanyare,Somalia,806235479,C,15.2
Ahmed Mohamed Mohamoud,Somalia,806298816,C,15.2
Abdurrahman Mahmoud Aidiid,Somalia,806391955,Stub,15.2
President of Somalia,Somalia,806428601,C,15.2
Fadumo Dayib,Somalia,806455331,C,15.2
Hussein Mohamed Sheikh,Somalia,806599098,Stub,15.2
Salah Sheikh Osman Mose,Somalia,806608741,C,15.2
Abdiweli Mohamed Ali,Somalia,807010189,B,15.2
Mohamed Adan,Somalia,807080176,Stub,15.2
Hassan Ali Khayre,Somalia,807088931,C,15.2
Abdikarim Egeh Gulaid,Somalia,807109457,Stub,15.2
Abdilqadir Ali Omar,Somalia,807321283,Stub,15.2
Edna Adan Ismail,Somalia,807340726,C,15.2
Hassan Sheikh Mohamud,Somalia,807357845,B,15.2
Haji Farah Ali Omar,Somalia,807456561,Stub,15.2
Siad Barre,Somalia,807477894,B,15.2
Dušan Švantner,Slovakia,671461616,Stub,5.4
Ivo Nesrovnal,Slovakia,693431430,Stub,5.4
Štefan Osuský,Slovakia,698964210,C,5.4
Peter Tatár,Slovakia,704476712,Stub,5.4
Pavol Rusko,Slovakia,706980178,Stub,5.4
Rudolf Bauer (politician),Slovakia,707026656,Stub,5.4
František Kašický,Slovakia,708760947,Stub,5.4
Robert Nemcsics,Slovakia,712350490,Stub,5.4
Martin Fronc,Slovakia,712429669,Stub,5.4
Marek Maďarič,Slovakia,713184348,Stub,5.4
Ivan Šimko,Slovakia,713312681,Stub,5.4
Milan Hanzel,Slovakia,713770594,Stub,5.4
Vladimír Palko,Slovakia,713870467,Stub,5.4
Rudolf Zajac,Slovakia,713891651,Stub,5.4
Ján Mikolaj,Slovakia,714475370,Stub,5.4
Miroslav Abelovský,Slovakia,716634624,Stub,5.4
Marta Aibeková,Slovakia,716634720,Stub,5.4
Marián Andel,Slovakia,716635314,Stub,5.4
Vladimír Chovan,Slovakia,718248321,Stub,5.4
Ivan Lexa,Slovakia,719668426,Start,5.4
Július Binder,Slovakia,720269549,Stub,5.4
Martin Poliačik,Slovakia,720670849,Stub,5.4
Ľubomír Galko,Slovakia,720859277,Stub,5.4
Karol Šmidke,Slovakia,721158024,Stub,5.4
Jarolím Antal,Slovakia,721465813,Stub,5.4
Milan Čič,Slovakia,722476057,Stub,5.4
Zuzana Zvolenská,Slovakia,722622094,C,5.4
Ivan Uhliarik,Slovakia,723463402,Stub,5.4
Richard Raši,Slovakia,723476675,C,5.4
Rudolf Filkus,Slovakia,723890641,Stub,5.4
Zdenko Trebuľa,Slovakia,726773141,Stub,5.4
Juraj Schenk,Slovakia,729332487,Stub,5.4
Ján Ducký,Slovakia,729332575,Start,5.4
Viera Tomanová,Slovakia,730294310,Start,5.4
Zdenka Kramplová,Slovakia,730294362,Stub,5.4
Ján Hudacký,Slovakia,730664514,Start,5.4
Milan Gaľa,Slovakia,730671572,Start,5.4
Miroslav Mikolášik,Slovakia,730671641,Start,5.4
Peter Baco,Slovakia,730672380,Start,5.4
Sergej Kozlík,Slovakia,730672953,Stub,5.4
Pál Csáky,Slovakia,738575457,Stub,5.4
Jirko Malchárek,Slovakia,738652373,Start,5.4
Ján Počiatek,Slovakia,739756181,Stub,5.4
Ľubomír Jahnátek,Slovakia,739756473,Stub,5.4
Martin Glváč,Slovakia,739756645,Stub,5.4
Ivan Mikloš,Slovakia,742420484,Start,5.4
Pavol Hamžík,Slovakia,744586540,Stub,5.4
Ján Langoš,Slovakia,748941288,Stub,5.4
Štefan Marko Daxner,Slovakia,749164367,Start,5.4
László Gyurovszky,Slovakia,749330646,Stub,5.4
Fedor Hodža,Slovakia,750428716,Start,5.4
Peter Žiga,Slovakia,750796410,Stub,5.4
Peter Kopecký,Slovakia,752460892,Stub,5.4
Julián Šimko,Slovakia,755203107,Stub,5.4
Hana Ponická,Slovakia,755908434,Start,5.4
Peter Kažimír,Slovakia,762299697,Stub,5.4
Vladimír Maňka,Slovakia,765315272,Start,5.4
Milan Ftáčnik,Slovakia,765515139,Stub,5.4
Magdaléna Vášáryová,Slovakia,765515183,Start,5.4
Boris Zala,Slovakia,765515209,Start,5.4
František Mikloško,Slovakia,765515320,Stub,5.4
Zuzana Martináková,Slovakia,765515390,Stub,5.4
Radoslav Procházka,Slovakia,765515521,C,5.4
Gyula Bárdos,Slovakia,765515534,Stub,5.4
Pavol Hrušovský,Slovakia,765515558,Start,5.4
Eduard Kukan,Slovakia,765617532,C,5.4
Jozef Banáš,Slovakia,768229445,Stub,5.4
Miroslav Kusý,Slovakia,769548808,Stub,5.4
Milan Kňažko,Slovakia,770986168,Stub,5.4
Ľudovít Kaník,Slovakia,771227138,Stub,5.4
František Gaulieder,Slovakia,772393570,Stub,5.4
Igor Matovič,Slovakia,773690170,Stub,5.4
Jozef Hrdlička,Slovakia,775776870,Stub,5.4
Jozef Mihál,Slovakia,777648355,Start,5.4
František Knapík,Slovakia,778275534,Stub,5.4
Peter Kresánek,Slovakia,778414581,Start,5.4
Ľudovít Štúr,Slovakia,779070073,B,5.4
Ján Čarnogurský,Slovakia,780527948,Start,5.4
Jozef Lenárt,Slovakia,780534236,Start,5.4
Boris Kollár,Slovakia,782062759,Stub,5.4
Martin Bútora,Slovakia,783105501,Start,5.4
Emil Stodola,Slovakia,783174624,Stub,5.4
Martin Fedor,Slovakia,783728475,Start,5.4
Michal Drobný,Slovakia,784223555,Start,5.4
Ján Francisci-Rimavský,Slovakia,784736749,Start,5.4
Štefan Tiso,Slovakia,785445513,Stub,5.4
Štefan Sádovský,Slovakia,785445559,Stub,5.4
Jozef Sivák,Slovakia,785445753,Stub,5.4
Jozef Šesták,Slovakia,786406916,Start,5.4
Ľudovít Černák,Slovakia,786777266,Stub,5.4
Jaroslav Svěchota,Slovakia,787333985,Start,5.4
Irena Belohorská,Slovakia,790608265,Start,5.4
Zita Pleštinská,Slovakia,790608276,Start,5.4
Milan Haborák,Slovakia,791285765,Start,5.4
Anton Neuwirth,Slovakia,791735982,Start,5.4
List of Slovak politicians,Slovakia,791841710,Stub,5.4
Edit Bauer,Slovakia,793624162,Start,5.4
Ferdinand Čatloš,Slovakia,793755425,Stub,5.4
Ivan Gašparovič,Slovakia,793874255,C,5.4
Iveta Radičová,Slovakia,795537190,C,5.4
Andrej Hrnčiar,Slovakia,796183843,C,5.4
