page,country,rev_id
Nouhak Phoumsavanh,Laos,805153924
Mphu Ramatlapeng,Lesotho,805153943
Lionel Nathan de Rothschild,United Kingdom,805154466
Nyo Nyo Thin,Myanmar,805155205
Tahirou Congacou,Benin,805155550
List of Presidents of Benin,Benin,805155658
Thierry Breton,France,805156174
Oliver Letwin,United Kingdom,805156457
René Mayer,France,805156513
Kujtim Shala,Kosovo,805156722
Sourou-Migan Apithy,Benin,805156875
Floida Kërpaçi,Albania,805157015
Jean-Baptiste Hachème,Benin,805157136
Nicolaas Frederic de Waal,Cape Colony,805157563
"Percy Mills, 1st Viscount Mills",United Kingdom,805157916
Paul-Émile de Souza,Benin,805158317
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721
"Arthur Capell, 1st Earl of Essex",United Kingdom,805159259
Myqerem Tafaj,Albania,805159843
Gloria Amon Nikoi,Ghana,805160800
Nikolay Yusupov,Russia,805161805
Thomas Gore,United States,805162001
George Day (Australian politician),Australia,805162494
Łukasz Rzepecki,Poland,805162777
Meryame Kitir,Belgium,805162873
George Diamandy,Romania,805163279
David Magang,Botswana,805163411
Tshenolo Mabeo,Botswana,805163445
Abul Hassan Mahmud Ali,Bangladesh,805164194
Makhosi Khoza,South Africa,805164727
Zandile Gumede,South Africa,805165812
Siosaʻia Maʻulupekotofa Tuita,Tonga,805167602
Douglas Domenech,United States,805168975
Sialeʻataongo Tuʻivakanō,Tonga,805169457
Didier Ratsiraka,Madagascar,805171813
Tony Momoh,Nigeria,805172542
Karel Schwarzenberg,Czech Republic,805176779
Branko Manoillovski,Albania,805176809
Cristina Fontes Lima,Cape Verde,805177590
Olaka Nwogu,Nigeria,805178506
Vlasta Svobodová,Czech Republic,805179298
Adamu Adamu,Nigeria,805179372
Muteesa I of Buganda,Uganda,805179937
Mike Boyle,United States,805180647
Lyman Hoffman,United States,805180928
Pakalitha Mosisili,Lesotho,805182184
Misty Plowright,United States,805182675
Glenda Jackson,United Kingdom,805182744
Rui Maria de Araújo,East Timorese,805183458
Dominik Mikołaj Radziwiłł,Lithuania,805184608
Doria Shafik,Egypt,805186352
Tokudaiji Sanetsune,Japan,805187128
Nilufer Zafar,Bangladesh,805187989
Baron Vaea,Tonga,805188175
Alexandru Moșanu,Moldova,805188457
ʻAlipate Tuʻivanuavou Vaea,Tonga,805189742
George Hawi,Lebanon,805191927
Roberto M. Levingston,Argentina,805192074
Katcho Achadjian,Armenia,805192175
Carlos Manuel Piedra,Cuba,805194115
Trương Hòa Bình,Vietnam,805194962
Trương Mỹ Hoa,Vietnam,805195152
Nguyễn Thị Định,Vietnam,805195302
Chris Patten,United Kingdom,805196237
Maria Rita Rossa,Italy,805196272
George Hsieh,Taiwan,805197380
"Élie, duc Decazes",France,805197885
Ela Gandhi,South Africa,805198728
Bryan Acheampong,Ghana,805198985
George Isaac (politician),Egypt,805199785
Thomas Macdonald-Paterson,Australia,805199870
Saeed Hajjarian,Iran,805199926
Takeo Hiranuma,Japan,805200144
Jarosław Kaczyński,Poland,805200782
Võ Chí Công,Vietnam,805201403
Ross Ginn,Australia,805201908
George Gray (Tasmanian politician),Australia,805201948
Paul Boundoukou-Latha,Gabon,805202976
Živorad Smiljanić,Serbia,805203021
Hoàng Trung Hải,Vietnam,805203054
Tòng Thị Phóng,Vietnam,805203648
Vương Đình Huệ,Vietnam,805203727
Phùng Quang Thanh,Vietnam,805203886
Sulaiman Mohammed Nazif,Nigeria,805206179
Nexhat Daci,Kosovo,805206519
Ho Ka-i,"Korea, South",805206719
Kim Sung-ae,"Korea, South",805207730
Cem Özdemir,Germany,805208048
Jan Ali Changezi,Pakistan,805208900
Richards–Young family,United States,805211553
Ferguson Jenkins,Canada,805211780
Pádraig Ó Céidigh,Ireland,805212387
Fatmir Sejdiu,Kosovo,805212559
List of United States political families,United States,805212999
President of Kosovo,Kosovo,805213166
George Lepping,Solomon Islands,805213526
Torild Skard,Norway,805214324
Luigj Gurakuqi,Albania,805216034
Bruno Kessler,Italy,805216581
Jai Kumar Singh Jaiki,India,805216826
Kalle Könkkölä,Finland,805217392
Oleg Balan,Moldova,805219411
Alexandru Jizdan,Moldova,805219780
Vadivel Suresh,Sri Lanka,805221205
"Susan Kramer, Baroness Kramer",United Kingdom,805221375
Herb Capozzi,Canada,805222420
Jacques Santer,Luxembourg,805222572
Luisana Melo,Venezuela,805222724
Abdul Ghani Lone,India,805224315
Barangay Kagawad,Philippines,805226061
Abdul Salam Zaeef,Afghanistan,805226789
Joseph Albert Sullivan,Canada,805226834
George Mkuchika,Tanzania,805226898
Renée Short,United Kingdom,805229009
Vigneswaran Sanasee,Malaysia,805230733
Erki Nool,Estonia,805230802
Joseph Martray,France,805232136
"Helene Hayman, Baroness Hayman",United Kingdom,805233051
Shmuel Flatto-Sharon,Israel,805233326
Yvette Berry,Australia,805234310
Thuingaleng Muivah,India,805234429
Carlos Eduardo Stolk,Venezuela,805235465
Amable Aristy,Dominican Republic,805235968
Ahmadu Bello,Nigeria,805236117
Gonçalo Anes de Briteiros,Portugal,805236227
Pierre Laporte,Canada,805237038
Kim Jong-suk,"Korea, North",805238333
João Mendes de Briteiros,Portugal,805238525
Ras Alula,Ethiopia,805239712
Mem Rodrigues de Briteiros,Portugal,805240010
Mar Mar Khaing,Myanmar,805241522
William H. Andrews (unionist),South Africa,805241904
Laureano Gómez,Colombia,805242667
Juan Pérez de Guzmán,Spain,805243380
Jens Christian Christensen,Denmark,805243586
Otto Liebe,Denmark,805244157
Klaus Berntsen,Denmark,805244405
Alberto Lleras Camargo,Colombia,805244800
Alfonso López Michelsen,Colombia,805245515
Paul-Philippe Hohenzollern,Romania,805246276
Pedro Núñez de Guzmán,Spain,805247562
George Rogers (Canadian politician),Canada,805248573
George Romeo Silvestri,Hondura,805248828
George S. Mercouris,Greece,805249932
John Walker (runner),New Zealand,805250547
George Saitoti,Kenya,805250645
Herb Gray,Canada,805251974
Martin Basedow,Australia,805252877
Jerónimo Carrión,Ecuador,805253380
Jack Warner (football executive),Trinidad and Tobago,805253461
John Stopp,Australia,805253801
Anselmo Braamcamp Freire,Portugal,805254568
Mathabarsingh Thapa,Nepal,805259105
Kamuran Alî Bedirxan,Turkey,805259264
Henry Gilbert Smith,Australia,805259988
Jean-Marie Calès,France,805260085
Micheline Montreuil,Canada,805260550
Miranda Gibson,Australia,805260781
Rana Sanaullah Khan,Pakistan,805260821
George Thuo,Kenya,805261222
Badruddin Umar,Bangladesh,805261228
Imran Khan,Pakistan,805263257
Xie Xuehong,China,805263542
Adeluddin Ahmad,Bangladesh,805264292
A. K. Fazlul Huq,Bangladesh,805264393
Elizabeth Choy,Singapore,805266750
Taha Carım,Turkey,805267943
Stanisław Kostka Potocki,Poland,805267975
Alessandro Tambelini,Italy,805268117
S. R. Nathan,Singapore,805268515
Wang Chen (Three Kingdoms),China,805270130
Philippe de Commines,Belgium,805273109
George Wythe,United States,805273173
George Yankey,Ghana,805273312
Mustapha Akunaay,Tanzania,805274848
Faika El-Nagashi,Austria,805275246
Abdul Marombwa,Tanzania,805276486
Georges Darlan,Central African Republic,805276516
Augustino Masele,Tanzania,805276523
Philipo Mulugo,Tanzania,805276573
Shamsi Vuai Nahodha,Tanzania,805276645
Juma Njwayo,Tanzania,805276799
George Simbachawene,Tanzania,805276864
Samia Suluhu,Tanzania,805276899
Georges Ernest Boulanger,France,805277093
Harald V of Norway,Norway,805277771
Georges Humann,France,805278526
Georges Minsay Booka,"Congo, Dem. Rep. of",805279692
Georges Moyen,Congo,805279807
Moutlakgola P.K. Nwako,Botswana,805280492
Georges Vanier,Canada,805281098
Yang Xiuzhu,China,805281207
Ximen Bao,China,805281416
Mable Pinnie Mpa,Botswana,805281788
Gaositwe K. T. Chiepe,Botswana,805282595
Gaolese Kent Koma,Botswana,805283153
Georgette Koko,Gabon,805284209
Aung San,Myanmar,805286414
Jean-Baptiste Billot,France,805286973
Venustiano Carranza,Mexico,805287382
Carmen Lucia (union organizer),United States,805287852
Ahmad Al-Jaber Al-Sabah,Kuwait,805287882
Rómulo Díaz de la Vega,Mexico,805287917
Pedro Hinojosa,Mexico,805288679
Manuel Larráinzar,Mexico,805289045
Ignacio de la Llave,Mexico,805289210
Mwanga II of Buganda,Uganda,805289323
José María Mata,Mexico,805289352
Edelmiro Mayer,Argentina,805289936
Humberto Lay,Peru,805290284
"Juan Prim, 1st Marquis of los Castillejos",Spain,805291334
Manuel Robles Pezuela,Mexico,805291640
Manuel María de Zamacona y Murphy,Mexico,805292129
Lim Su-kyung,South Korean,805293256
Tanni Grey-Thompson,United Kingdom,805294574
Yuri Andropov,Russia,805296539
Kiço Ngjela,Albania,805298454
Francesco Cossiga,Italy,805299700
Amadou-Mahtar M'Bow,Senegal,805301599
Seretse Khama,Botswana,805303117
Abbas Abdullahi Sheikh Siraji,Somalia,805304477
Ruth Williams Khama,Botswana,805305142
Sone Lal Patel,India,805305263
Ippazio Stefano,Italy,805305462
Frene Ginwala,South Africa,805306036
Omar Barghouti,Palestinian Territory,805306238
Georgios Gennimatas,Greece,805306390
Jimmy Walker,Ireland,805307345
Abdallahi ibn Muhammad,Sudan,805308710
Hans Streuli,Switzerland,805313523
Choe Yong-gon (army commander),"Korea, North",805313581
Poh Soo Kai,Singapore,805313609
Button Gwinnett,United States,805314310
Jamalul Kiram III,Philippines,805316927
Astrid Nøklebye Heiberg,Norway,805318056
President of Tajikistan,Tajikistan,805318794
Gustáv Husák,Slovakia,805319388
Césaire Rabenoro,Madagascar,805319619
Béatrice Atallah,Madagascar,805320332
Arab Money,Palestinian Territory,805321868
Murtala Mohammed,Nigeria,805323651
Gerald Kaufman,United Kingdom,805325514
Nazmul Hasan Papon,Bangladesh,805326235
List of foreign-born United States politicians,United States,805326323
Alexander Bessmertnykh (politician),Russia,805326518
Burkhard Hirsch,Germany,805328033
Idi Amin,Uganda,805328243
Nasima Razmyar,Finland,805330123
Zahra Abdulla,Finland,805330274
Ada Maimon,Israel,805330672
Amazonino Mendes,Brazil,805331076
Davoud Danesh-Jafari,Iran,805331603
Gerald Sampson,Canada,805331754
Charles Maurras,France,805332534
Syl Apps,Canada,805334983
Ali bin Abdulla Al Kaabi,United Arab Emirates,805336312
Kjell Eugenio Laugerud García,Guatemala,805336575
Raul del Mar,Philippines,805337492
Paul Ignatieff,Russia,805337517
Nikolay Pavlovich Ignatyev,Russia,805337604
Andrey Matveyev,Russia,805338822
Sakamoto Ryōma,Japan,805339096
Pavel Andreyevich Shuvalov,Russia,805339242
Peter Ivanovich Shuvalov,Russia,805339335
Dmitry Tolstoy,Russia,805339944
Sigmundur Davíð Gunnlaugsson,Iceland,805340570
Pyotr Andreyevich Tolstoy,Russia,805340765
Gerard Batliner,Liechtenstein,805342716
Kemal Kılıçdaroğlu,Turkey,805343199
Abdullah of Saudi Arabia,Saudi Arabia,805343249
Guzmán Carriquiry Lecour,Uruguay,805343839
Eugène Edine Pottier,France,805344043
Taito Phillip Field,New Zealand,805344728
Brian Tamaki,New Zealand,805344738
Fazlullah Wahidi,Afghanistan,805345658
Shashanka Koirala,Nepal,805346950
Rupert Phillips,United States,805347719
Valerio Fioravanti,Italy,805348125
Gerard Wijeyekoon,Sri Lanka,805348619
Ramón Grau,Cuba,805349069
Maria Kozhevnikova,Russia,805349341
Sumner Welles,United States,805350408
Gerardo González Vernaza,Panama,805350846
Gerardo Machado,Cuba,805351138
Ondřej Přikryl,Czech Republic,805352758
Trump family,United States,805352961
Abdou Sidikou,Niger,805353212
Fidel Sánchez Hernández,Salvadoran,805353238
Erling Foss,Denmark,805354445
Padamji Ginwala,Myanmar,805356330
Keshab Mahanta,India,805357523
John Burniston,United Kingdom,805357943
Gerda Verburg,Netherlands,805358063
Aimé Césaire,France,805358618
Theodor Scherk,Australia,805359101
Muhammad Ibrahim Kamel,Egypt,805359485
Justin Rakotoniaina,Madagascar,805360267
Céline Yoda,Burkina Faso,805360435
Sejdo Bajramović,Kosovo,805360792
A. M. Krishnamurthy,India,805362105
Conchobar Maenmaige Ua Conchobair,Ireland,805362734
Gerhard Skiba,Austria,805364149
Emmanuel Rakotovahiny,Madagascar,805364639
Gehendra Bahadur Rajbhandari,Nepal,805365142
Ali Mohamed Yussuf,Somalia,805366007
Lin Cheng-chieh,Taiwan,805367157
Germain Katanga,"Congo, Dem. Rep. of",805368981
Valeriy Ivaschenko,Ukraine,805369147
Heruy Wolde Selassie,Ethiopia,805371051
"James Graham, 7th Duke of Montrose",Rhodesian,805372073
Aleksandr Karelin,Russia,805372112
Pelayo Eribo,Equatorial Guinea,805372137
Daniel Yona,Tanzania,805372213
Shailagh Murray,United States,805372992
Abdus Sattar (president),Bangladesh,805373738
Hussain Muhammad Ershad,Bangladesh,805373983
Alfonso Portillo,Guatemala,805375569
Óscar Berger,Guatemala,805375586
Álvaro Colom,Guatemala,805375663
Frederick Wayne,New Zealand,805376278
Vladimir Fyodorovich Adlerberg,Russia,805378504
German Sadulaev,Russia,805378651
Fred Rose (politician),Canada,805378956
Raimundo Pais de Riba de Vizela,Portugal,805378988
Paio Pires de Guimarães,Portugal,805379698
Gert-Jan Segers,Netherlands,805381579
Patoo Abraham,Nigeria,805381675
Paul de Smet de Naeyer,Belgium,805383198
Wang Zhengjun,China,805384690
List of political families in Sri Lanka,Sri Lanka,805385211
Empress Wei (Tang dynasty),China,805385748
Glenn Chong,Philippines,805387450
Svante Nilsson (regent of Sweden),Sweden,805387720
Sten Sture the Younger,Sweden,805387762
Rainis,Latvia,805388779
Ivan Franko,Hungary,805388857
Eric Trolle,Sweden,805389114
Nicéphore Soglo,Benin,805390042
Tina Modotti,Italy,805391560
Phan Khắc Sửu,Vietnam,805392149
Irene Muloni,Uganda,805393764
Yasar Shah,India,805394015
María Teresa Campoy Ruy,Mexico,805394420
Monarchy of Antigua and Barbuda,Antigua and Barbuda,805395191
Ricardo Cantú Garza,Mexico,805395814
Juan Carlos Giordano,Argentina,805396054
Jonas Savimbi,Angola,805396216
Fernando Carrera,Guatemala,805396405
Laurence Golborne,Chile,805396842
Rafael Sánchez Mazas,Spain,805397730
Hsan Sint,Myanmar,805398921
Dong Xian,China,805399243
Germán García Durán,Colombia,805399740
Germán Rojas,Paraguay,805400521
Gerold Bührer,Switzerland,805401261
Geronima Pecson,Philippines,805401507
Wan Azizah Wan Ismail,Malaysia,805402248
Mohamad Sabu,Malaysia,805402380
M. Kulasegaran,Malaysia,805402558
Song Ping,China,805403089
Gan Kim Yong,Singapore,805404000
Gerrit Viljoen,South Africa,805404409
Gerrit de Vries (politician),Netherlands,805404493
Ameir Hassan,Malaysia,805405910
J. B. Jeyaretnam,Singapore,805406468
Robert M. La Follette Jr.,United States,805407219
Leaders of South Vietnam,Vietnam,805408098
McCormick family,United States,805409467
Gershom Sizomu,Uganda,805409966
Gershon Dua-Bogen,Poland,805410025
Jafeth Cabrera,Guatemala,805410543
Leonard Wood,United States,805411937
Erich Honecker,Germany,805411992
Gerti Bogdani,Albania,805412290
Najma Heptulla,India,805412979
Gertrude Maseko,Malawi,805413763
Gertrude Mongella,Tanzania,805413782
Ilian Mihov,Bulgaria,805415586
Georgina Beyer,New Zealand,805416252
Gesine Lötzsch,Germany,805416381
Dumarsais Estimé,Haiti,805417877
Ekuru Aukot,Kenya,805418696
Francisco Javier Venegas,Spain,805419045
Ian Axton,United Kingdom,805420467
Abdullah Abu Sayeed,Bangladesh,805420700
Selina Hayat Ivy,Bangladesh,805420749
Karin Seehofer,Germany,805421961
Alexander Gogel,Netherlands,805424029
Krasimir Karakachanov,Bulgaria,805424861
Louis-Joseph Seutin,Belgium,805425661
Lim Yew Hock,Malaysia,805427222
Abdelmalek Benhabyles,Algeria,805427697
Hendrik Potgieter,South Africa,805427863
Getúlio Vargas,Brazil,805428558
Diego de la Vega (Contador),Spain,805429160
Ruth Smeeth,United Kingdom,805429544
List of Presidents of Romania,Romania,805429878
Arun Sood,India,805430294
Abdul Latif Siddiqui,Bangladesh,805430515
Trevor Hancock,Canada,805431313
List of heads of state of Libya,Libya,805431705
Maleeha Lodhi,Pakistan,805431799
Igor Lukšić,Montenegro,805432136
Deng Sui,China,805433434
Roman Romanyuk,Ukraine,805433532
Ghaleb Zu'bi,Jordan,805434313
Kari Kjønaas Kjos,Norway,805435325
Specioza Kazibwe,Uganda,805435381
Olaug Bollestad,Norway,805435864
Mina Ahadi,Iran,805436562
Pierre Sarr N'Jie,Gambia,805437947
Milada Horáková,Czech Republic,805439919
Ghassan Khatib,Palestinian Territory,805441005
Ghassan Tueni,Lebanon,805441257
Stephen Lewis,Canada,805441258
Juan Perón,Argentina,805441411
Andry Rajoelina,Madagascar,805442200
Jean-Marie Claude Alexandre Goujon,France,805442211
Mialy Rajoelina,Madagascar,805442271
James Gaddas,United Kingdom,805442498
Mahamane Kalil Maiga,Mali,805443778
Michael Roth (politician),Germany,805444185
Ghazali Shafie,Malaysia,805444233
Ghazi Abdul Rahman Al Gosaibi,Saudi Arabia,805444391
Ghazi Kanaan,Syria,805444727
Ghazi al-Sadiq,Sudan,805444943
Lazhar Bououni,Tunisia,805445347
José Cardó Guarderas,Peru,805445669
Benny Begin,Israel,805446215
Gheorghe Cristescu,Romania,805447767
Gheorghe Flondor,Romania,805447839
Gheorghe Funar,Romania,805447855
Myoma U Than Kywe,Myanmar,805449207
"Diego Felipez de Guzmán, 1st Marquis of Leganés",Spain,805449675
"Walter Guinness, 1st Baron Moyne",United Kingdom,805449814
"García de Toledo Osorio, 6th Marquis of Villafranca",Spain,805450108
Myint Htwe,Myanmar,805450696
Corneliu Ciontu,Romania,805450991
Alfred Vargas,Philippines,805451049
Murtaza Bhutto,Pakistan,805451514
John Annan Bryce,Myanmar,805451968
Pedro José Domingo de Guerra,Bolivia,805452877
Angelika Dela Cruz,Philippines,805453483
Khan Muhammad Khan,Pakistan,805453518
Timothy Davlin,United States,805454221
Gholam Hosein Shiri Aliabad,Iran,805454756
Édouard Hervé,France,805454762
Sonny Perdue,United States,805454804
Gholam Rabani Nasher,Afghanistan,805454844
Lim Chin Tsong,Myanmar,805455207
Benigno Aquino Jr.,Philippines,805455335
Ed Miliband,United Kingdom,805455697
Gholamreza Hassani,Iran,805455759
Probodh Purkait,India,805457259
Charles Warren,Botswana,805457680
Arvind Dave,India,805457935
Irene Ng (politician),Singapore,805457957
Fong Kui Lun,Malaysia,805458276
Juan Cayetano Fernández de Agüero,Spain,805458462
Pablo de Porturas y Landázuri,Spain,805458512
Teng Boon Soon,Malaysia,805458679
Rinaldo Melucci,Italy,805459122
Hong Sun Huot,Cambodia,805459200
Mahamane Baby,Mali,805459267
Lim Si Pin,Malaysia,805459326
Eunice Olsen,Singapore,805459521
Jahan Zeb of Swat,Pakistan,805460765
Pierre Nkurunziza,Burundi,805462036
Denise Nkurunziza,Burundi,805462160
Denise Phua,Singapore,805462199
Janet Museveni,Uganda,805463795
Ishenbai Kadyrbekov,Kyrgyzstan,805464072
Cai Xiyou,China,805465042
Bo Hmu Aung,Myanmar,805467244
Stefan Petzner,Austria,805468545
Pe Myint,Myanmar,805469247
Jean-Pierre Cubertafon,France,805470051
President of Myanmar,Myanmar,805471410
Ghulam Haider Hamidi,Afghanistan,805473052
Keosaychay Sayasone,Laos,805473540
Sherali Khayrulloyev,Tajikistan,805473555
Ghulam Hassan Safi,Afghanistan,805473670
Ghulam Mohammad Shah,India,805474401
Ghulam Muhammad Khan Mahar,Pakistan,805474516
Rafael Antonio Gutiérrez,Salvadoran,805474907
Hilaria Supa,Incan,805475200
Template:TajikPresidents,Tajikistan,805475840
Liu Hsien-tong,Taiwan,805476016
Alan Shatter,Ireland,805478040
A. H. M. Azwer,Sri Lanka,805479225
President of Uzbekistan,Uzbekistan,805479690
First Lady of Madagascar,Madagascar,805479993
Rockefeller family,United States,805480792
Robert Halfon,United Kingdom,805480850
Barbara Rosenkranz,Austria,805481251
John Te One Hippolite,New Zealand,805481501
Rishad Bathiudeen,Sri Lanka,805481937
Polad Bülbüloğlu,Azerbaijan,805482304
Giampiero Borghini,Italy,805483648
Charles Eady,Australia,805483911
Nouria Benghabrit-Remaoun,Algeria,805484867
Gian Nicola Berti,San Marino,805485940
"Harry Nathan, 1st Baron Nathan",United Kingdom,805486415
Nguyễn Nhạc,Vietnam,805486733
"Anthony Lester, Baron Lester of Herne Hill",United Kingdom,805487859
François Bourdon,France,805487865
Lee Yuan-tsu,Taiwan,805488141
Gianfranco Facco-Bonetti,Italy,805489429
"Victor Mishcon, Baron Mishcon",United Kingdom,805489462
Rashid Nurgaliyev,Russia,805491526
Mina Urgan,Turkey,805492136
Thomas Alexander Vans Best,United Kingdom,805492244
Karl Radek,Ukraine,805492464
Lu Yu-wen,Taiwan,805492696
Istiqbal Khan,Pakistan,805493122
Agnes Allafi,Chad,805493169
Jean-Bertrand Aristide,Haiti,805493264
Marriyum Aurangzeb,Pakistan,805494376
"David Pannick, Baron Pannick",United Kingdom,805496118
"Bertram Bowyer, 2nd Baron Denham",United Kingdom,805496145
Aden Hashi Farah,Somalia,805498341
Ali Mohammed Ghedi,Somalia,805498545
Catherine Taylor (South African politician),South Africa,805498802
Mohamed Omar Habeb,Somalia,805499625
Mohamed Warsame Ali,Somalia,805499655
Mohamud Muse Hersi,Somalia,805499701
Freddie Cohen,Jersey,805499715
Sigurd Jonsson,Norway,805499810
Milan Nedić,Serbia,805499820
Maryam Qaasim,Somalia,805500907
Carole Dieschbourg,Luxembourg,805501041
Gianni Vernetti,Italy,805501071
Roberto Carpio,Guatemala,805502597
Susana Carrasco Cárdenas,Mexico,805503326
Rahmat Effendi,Indonesia,805505999
Tuula Haatainen,Finland,805506395
Donal Cam O'Sullivan Beare,Ireland,805507389
Anis Kidwai,India,805510957
Kulsoom Nawaz Sharif,Pakistan,805511480
Alexander Chernyshyov,Russia,805511855
Ghorbanali Saadat,Iran,805511880
Lourdes Quisumbing,Philippines,805511974
Albert Joseph Goblet d'Alviella,Belgium,805511986
Joannes Josephus van Mulken,Netherlands,805512032
Jean Jacques Rambonnet,Netherlands,805512042
Colin Halkett,United Kingdom,805512107
Hendrik Merkus de Kock,Netherlands,805512277
"Leopold Karel, Count of Limburg Stirum",Netherlands,805512287
Xenia Field,United Kingdom,805512332
Miguel Díaz-Canel,Cuba,805513417
"António Osório Sarmento de Figueiredo, Jr.",Portugal,805514781
Giancarlo Giorgetti,Italy,805515476
Francisco Songane,Mozambique,805516897
Emmanuel Charles Quist,Ghana,805517180
Dennis Shea (lawyer),United States,805517427
Chiara Appendino,Italy,805517560
Olaokun Soyinka,Nigeria,805517741
Ahmad Mattar,Singapore,805517787
Borys Hrinchenko,Ukraine,805517886
Somkid Jatusripitak,Thailand,805518779
Abdul-Hussein Abtaan,Iraq,805518971
Aert van der Goes,Netherlands,805519029
Fang Chih,Taiwan,805519190
Carlo Loreto,Philippines,805519378
Huang Shaohong,China,805520104
Azedo Gneco,Portugal,805520273
Moshe Dwek,Israel,805520717
Safiatou Thiam,Senegal,805521326
Martim Afonso de Melo,Portugal,805521641
Lesao Lehohla,Lesotho,805522096
Miklós Szócska,Hungary,805523126
Mohamed Sheikh Hassan,Somalia,805523222
Mónica de Greiff,Colombia,805523296
Omar Abdirashid Ali Sharmarke,Somalia,805523311
Daniel Kanza,"Congo, Dem. Rep. of",805523382
Ali Dhere,Somalia,805523646
Władysław Grabski,Poland,805523705
Hassan Taqizadeh,Iran,805523928
Artur Śliwiński,Poland,805524034
Julian Nowak,Poland,805524159
Władysław Sikorski,Poland,805524436
Aleksander Skrzyński,Poland,805524650
Walery Sławek,Poland,805525354
Tadeusz Tomaszewski (Prime Minister),Poland,805526546
Roman Odzierzyński,Poland,805526683
Jerzy Hryniewski,Poland,805526828
Edward Szczepanik,Poland,805527794
Edward Osóbka-Morawski,Poland,805527959
Edward Babiuch,Poland,805528587
Józef Pińkowski,Poland,805528687
Zbigniew Messner,Poland,805529106
Yan Zhitui,China,805530245
Matthew G. Martínez,United States,805535192
Lulzim Basha,Albania,805535874
Nuno Velho Cabral,Portugal,805536407
Andrei Năstase,Moldova,805537560
List of premiers of the People's Republic of China,China,805538342
Khaled Hadadi,Lebanon,805540730
Fernão Velho,Portugal,805541151
Gianpaolo Dozzo,Italy,805541456
Shaul Mofaz,Israel,805542510
Mohammed Nasim (politician),Bangladesh,805544561
Liu Kuo-chuan,Taiwan,805544726
Faten Kallel,Tunisia,805545461
Jogaram Patel,India,805547349
Rajah Salalila,Philippines,805547402
John F. Fitzgerald,Ireland,805549463
Julius Malema,South Africa,805550262
Vadim Dengin,Russia,805550655
Yevhen Shcherban,Ukraine,805550962
Raymond Chien,Japan,805550980
Leymah Gbowee,Liberia,805552994
Rano Karno,Indonesia,805553992
José de la Riva Agüero,Peru,805554050
Said Assagaff,Indonesia,805554190
Irma Serrano,Mexico,805554846
Luis Almagro,Uruguay,805554970
James Skivring Smith,Liberia,805555591
Yu Hyeongwon,"Korea, South",805558132
Hafez al-Assad,Syria,805558756
Yun Seondo,"Korea, South",805559066
John Victor Morais,Malaysia,805559437
José Soeiro,Portugal,805563511
Juan Zorrilla de San Martín,Uruguay,805567096
Danny Ayalon,Israel,805568006
Li Ying (Eastern Han),China,805568130
Theodore Roosevelt Jr.,United States,805568724
Alfred Nakak,United States,805569443
Mohamed Mahmoud Ould Mohamedou,Mauritania,805569613
Werner Faymann,Austria,805569890
Gideon Asimulike Cheyo,Tanzania,805571135
Donald W. Riegle Jr.,United States,805571279
Mohamed Mussammil,Sri Lanka,805572090
Gideon Mwiti,Kenya,805572440
List of Secretaries-General of the Executive Yuan,Taiwan,805573383
Malik Khizar Hayat Tiwana,Pakistan,805574783
Hsu Cheng-kuang,Taiwan,805575013
Hong Hocheng,Taiwan,805575351
Hochen Tan,Taiwan,805576023
Sushila Karki,Nepal,805576130
Zil-e-Huma Usman,Pakistan,805576347
Hsiao Chia-chi,Taiwan,805576696
Fritz Neugebauer,Austria,805576965
Michael Pilgrim,Saint Lucian,805577053
Hari Shankar Tiwari,India,805580808
Zmitser Dashkevich,Belarus,805581466
Habiba Zehi Ben Romdhane,Tunisia,805581783
Clare Daly,Ireland,805583093
Colette Kelleher,Ireland,805584876
Yun Jeung,"Korea, South",805584958
Máire Devine,Ireland,805585384
Ri Sol-ju,"Korea, North",805586089
Djoomart Otorbaev,Kyrgyzstan,805586641
Gigi Becali,Romania,805586936
Paolo Di Canio,Italy,805588086
Moza bint Nasser,Qatar,805590201
Chris Laidlaw,New Zealand,805590464
"Richard Jones (New South Wales politician, born 1843)",Australia,805591826
Kamchybek Tashiev,Kyrgyzstan,805592384
Elvin Nimrod,Grenada,805593065
Michael Church,Grenada,805593395
Ahmed Sékou Touré,Guinea,805593607
Halil Menteşe,Turkey,805593781
Necmettin Sadak,Turkey,805593971
Mohammad Hasan Khan Qajar,Iran,805594554
Lee Hoe-yeong,"Korea, South",805596272
Raúl Castro,Cuba,805596274
Leo Abse,United Kingdom,805596528
Bart De Wever,Belgium,805597760
Mohammad Mosaddegh,Iran,805597827
Henry Burnell (author),Ireland,805599324
G. Palanivel,Malaysia,805599633
Hee Yit Foong,Malaysia,805599800
João Lourenço,Angola,805600045
Pak Jae-gyong,"Korea, North",805600415
Mukhriz Mahathir,Malaysia,805600468
Ong Ka Chuan,Malaysia,805600600
Frans Tutuhatunewa,Indonesia,805600753
Samy Vellu,Malaysia,805600902
Subramaniam Sathasivam,Malaysia,805601085
Syed Hussein Alatas,Malaysia,805601110
V. Sivakumar,Malaysia,805601302
Rajah Matanda,Philippines,805601516
Magat Salamat,Philippines,805602881
Jorge Castañeda Gutman,Mexico,805604646
Concepción Castañeda Ortiz,Mexico,805605508
André Azoulay,Morocco,805606455
Imelda Marcos,Philippines,805607670
